node1,node2,length,startLon,startLat,endLon,endLat,startYear,endYear
48,88,1.01506483751304,-78.5997592612643,39.0184817353201,-78.3755566185221,38.8499817054656,1970.48852768343,1971.50359252094
48,49,1.4989885436603,-78.5997592612643,39.0184817353201,-78.883950162343,39.2931094197971,1970.48852768343,1971.98751622709
49,50,0.625994892282378,-78.883950162343,39.2931094197971,-78.8484362828022,39.3715329936183,1971.98751622709,1972.61351111937
49,84,4.6487756843349,-78.883950162343,39.2931094197971,-80.2255790870421,37.5409662475346,1971.98751622709,1976.63629191143
50,1,1.81171778437973,-78.8484362828022,39.3715329936183,-79.1800000000001,39.0900000000001,1972.61351111937,1974.42522890375
50,51,0.625991098448696,-78.8484362828022,39.3715329936183,-78.8740468293834,39.5928709252729,1972.61351111937,1973.23950221782
51,72,0,-78.8740468293834,39.5928709252729,-78.8942381588952,39.6372347144041,1973.23950221782,1973.23950221782
51,52,3.02292387039966,-78.8740468293834,39.5928709252729,-77.9618442177737,39.7889999596786,1973.23950221782,1976.26242608822
52,57,1.81755110571358,-77.9618442177737,39.7889999596786,-77.5328510085345,40.0452086899547,1976.26242608822,1978.07997719393
52,53,1.11085206360726e-15,-77.9618442177737,39.7889999596786,-77.864408530073,39.8104006044275,1976.26242608822,1976.26242608822
53,56,1.11085206360726e-15,-77.864408530073,39.8104006044275,-77.8923045997122,39.7321457665667,1976.26242608822,1976.26242608822
53,54,16.0421740772813,-77.864408530073,39.8104006044275,-71.4682550048968,42.8107063182239,1976.26242608822,1992.3046001655
54,2,1.59866022318525,-71.4682550048968,42.8107063182239,-71.0780000000002,42.9630000000001,1992.3046001655,1993.90326038869
54,55,0,-71.4682550048968,42.8107063182239,-71.4991334465722,42.8150555434639,1992.3046001655,1992.3046001655
55,4,2.53960016032731,-71.4991334465722,42.8150555434639,-71.8400000000001,42.33,1992.3046001655,1994.84420032583
55,3,1.03235188679038,-71.4991334465722,42.8150555434639,-71.5829999999999,42.8960000000001,1992.3046001655,1993.33695205229
56,5,1.01510982380508,-77.8923045997122,39.7321457665667,-77.7740000000001,39.6149999999999,1976.26242608822,1977.27753591203
56,6,2.81938878769503,-77.8923045997122,39.7321457665667,-77.634,40.5880000000001,1976.26242608822,1979.08181487592
57,71,1.50023086619121,-77.5328510085345,40.0452086899547,-77.8732327332635,40.1672398709021,1978.07997719393,1979.58020806013
57,58,3.96529603785292,-77.5328510085345,40.0452086899547,-76.0656954981739,40.3243086754117,1978.07997719393,1982.04527323179
58,59,2.7732333292943,-76.0656954981739,40.3243086754117,-75.5507582330499,39.6636034369448,1982.04527323179,1984.81850656108
58,62,2.96424716986763,-76.0656954981739,40.3243086754117,-75.4761228859311,40.9020169530102,1982.04527323179,1985.00952040166
59,10,0.630478228785626,-75.5507582330499,39.6636034369448,-75.6120000000001,39.6959999999999,1984.81850656108,1985.44898478987
59,60,1.03547768223129,-75.5507582330499,39.6636034369448,-75.3733917632893,39.4962446369367,1984.81850656108,1985.85398424331
60,61,1.57125683039729,-75.3733917632893,39.4962446369367,-75.0839940047148,39.4799253988501,1985.85398424331,1987.42524107371
60,7,18.8460157566869,-75.3733917632893,39.4962446369367,-75.6350000000002,37.797,1985.85398424331,2004.7
61,9,2.45557229871676,-75.0839940047148,39.4799253988501,-74.7759999999999,39.9549999999999,1987.42524107371,1989.88081337243
61,8,4.96806505792358,-75.0839940047148,39.4799253988501,-74.799,39.0880000000001,1987.42524107371,1992.39330613163
62,11,1.50877260751461,-75.4761228859311,40.9020169530102,-75.031,40.8029999999999,1985.00952040166,1986.51829300917
62,63,1.96941607419655,-75.4761228859311,40.9020169530102,-75.2741309427249,41.373647476823,1985.00952040166,1986.97893647585
63,20,2.36556516164963,-75.2741309427249,41.373647476823,-75.9610000000001,41.5369999999999,1986.97893647585,1989.3445016375
63,64,1.01834826255807,-75.2741309427249,41.373647476823,-75.0524249997761,41.5879697106386,1986.97893647585,1987.99728473841
64,65,0.626859790283396,-75.0524249997761,41.5879697106386,-74.9812649231465,41.6508290865433,1987.99728473841,1988.62414452869
64,66,1.01848548813084,-75.0524249997761,41.5879697106386,-74.8723429300508,41.6844767765049,1987.99728473841,1989.01577022654
65,13,3.07243313225342,-74.9812649231465,41.6508290865433,-74.0150000000001,41.125,1988.62414452869,1991.69657766095
65,12,3.24135182179136,-74.9812649231465,41.6508290865433,-75.8879999999999,42.1370000000001,1988.62414452869,1991.86549635048
66,14,4.92503120590087,-74.8723429300508,41.6844767765049,-76.5649999999998,42.9340000000001,1989.01577022654,1993.94080143244
66,67,4.44340825442905e-15,-74.8723429300508,41.6844767765049,-74.9285456942603,41.7023988937825,1989.01577022654,1989.01577022654
67,19,2.71641575636717,-74.9285456942603,41.7023988937825,-75.0370000000001,42.6170000000001,1989.01577022654,1991.73218598291
67,68,0.626903333240482,-74.9285456942603,41.7023988937825,-74.6692515022084,41.7110547598323,1989.01577022654,1989.64267355978
68,18,2.38397520948934,-74.6692515022084,41.7110547598323,-74.665,41.0999999999999,1989.64267355978,1992.02664876927
68,69,3.23652439678565,-74.6692515022084,41.7110547598323,-73.8511835445916,42.3494008834753,1989.64267355978,1992.87919795657
69,70,1.87365690156858,-73.8511835445916,42.3494008834753,-73.9408508405682,41.9915872467455,1992.87919795657,1994.75285485814
69,15,3.20330607967844,-73.8511835445916,42.3494008834753,-73.1080000000001,43.029,1992.87919795657,1996.08250403625
70,17,2.95453323301353,-73.9408508405682,41.9915872467455,-73.7939999999999,41.0569999999999,1994.75285485814,1997.70738809115
70,16,6.35041660415347,-73.9408508405682,41.9915872467455,-71.8950000000002,43.8960000000001,1994.75285485814,2001.10327146229
71,22,1.50293529162829,-77.8732327332635,40.1672398709021,-78.0910000000001,39.924,1979.58020806013,1981.08314335175
71,21,6.35339261241271,-77.8732327332635,40.1672398709021,-78.1700000000001,42.9960000000001,1979.58020806013,1985.93360067254
72,73,0,-78.8942381588952,39.6372347144041,-78.9028766352343,39.6563271419275,1973.23950221782,1973.23950221782
72,76,1.01496187295271,-78.8942381588952,39.6372347144041,-79.1118824526873,39.754679073833,1973.23950221782,1974.25446409077
73,74,1.01496187295271,-78.9028766352343,39.6563271419275,-79.1554142406201,39.8170609535883,1973.23950221782,1974.25446409077
73,26,0.625937277502942,-78.9028766352343,39.6563271419275,-78.8029999999999,39.6219999999999,1973.23950221782,1973.86543949532
74,75,0.625968699572603,-79.1554142406201,39.8170609535883,-79.2900433778707,39.7640739075579,1974.25446409077,1974.88043279035
74,23,2.40344281536771,-79.1554142406201,39.8170609535883,-79.5619999999999,40.326,1974.25446409077,1976.65790690614
75,24,2.94490832951228,-79.2900433778707,39.7640739075579,-80.1390000000001,40.183,1974.88043279035,1977.82534111986
75,25,1.80850714549559,-79.2900433778707,39.7640739075579,-78.9359999999999,39.433,1974.88043279035,1976.68893993584
76,78,1.5010152571968,-79.1118824526873,39.754679073833,-79.4120913970027,39.5942053152521,1974.25446409077,1975.75547934797
76,77,1.50153629566248,-79.1118824526873,39.754679073833,-78.8222549469228,39.8949946481613,1974.25446409077,1975.75600038644
77,27,1.32503478642892,-78.8222549469228,39.8949946481613,-79.0290000000002,39.998,1975.75600038644,1977.08103517287
77,28,1.5021356972592,-78.8222549469228,39.8949946481613,-78.4799999999998,40.0329999999999,1975.75600038644,1977.2581360837
78,79,2.6734117152885,-79.4120913970027,39.5942053152521,-79.839131650058,40.263152305439,1975.75547934797,1978.42889106326
78,82,0.625967678994252,-79.4120913970027,39.5942053152521,-79.4460794912097,39.7627394341344,1975.75547934797,1976.38144702697
79,81,2.51309864021093,-79.839131650058,40.263152305439,-80.2783912963209,40.9527103298072,1978.42889106326,1980.94198970347
79,80,1.954485437934,-79.839131650058,40.263152305439,-80.1039351555149,39.7662901548222,1978.42889106326,1980.38337650119
80,30,4.34173566381315,-80.1039351555149,39.7662901548222,-80.5079999999999,37.9009999999999,1980.38337650119,1984.72511216501
80,29,2.96384051225291,-80.1039351555149,39.7662901548222,-80.5749999999999,40.5050000000001,1980.38337650119,1983.34721701345
81,32,1.33342973653657,-80.2783912963209,40.9527103298072,-79.9300000000001,40.8710000000001,1980.94198970347,1982.27541944001
81,31,1.99505381397736,-80.2783912963209,40.9527103298072,-80.7060000000001,41.0529999999999,1980.94198970347,1982.93704351745
82,35,1.95211009461286,-79.4460794912097,39.7627394341344,-79.9949999999999,39.6350000000001,1976.38144702697,1978.33355712158
82,83,2.29457180818358,-79.4460794912097,39.7627394341344,-79.4861406759597,39.1147670001618,1976.38144702697,1978.67601883515
83,34,1.32453931959457,-79.4861406759597,39.1147670001618,-79.3490000000001,38.677,1978.67601883515,1980.00055815474
83,33,2.29127554437534,-79.4861406759597,39.1147670001618,-80.0079999999999,39.1289999999999,1978.67601883515,1980.96729437952
84,87,2.48007023900579,-80.2255790870421,37.5409662475346,-80.8716029147964,37.2625251126571,1976.63629191143,1979.11636215043
84,85,0.625861708048364,-80.2255790870421,37.5409662475346,-80.272565192285,37.3374787399112,1976.63629191143,1977.26215361947
85,86,1.0150790741303,-80.272565192285,37.3374787399112,-80.3382987368617,37.2601125570833,1977.26215361947,1978.2772326936
85,38,1.49903637783552,-80.272565192285,37.3374787399112,-80,37.25,1977.26215361947,1978.76118999731
86,36,1.49916777673876,-80.3382987368617,37.2601125570833,-80.5739999999998,37.565,1978.2772326936,1979.77640047034
86,37,0,-80.3382987368617,37.2601125570833,-80.3950000000002,37.174,1978.2772326936,1978.2772326936
87,40,1.01490020232893,-80.8716029147964,37.2625251126571,-81.1549999999999,37.3470000000001,1979.11636215043,1980.13126235276
87,39,4.0455799550843,-80.8716029147964,37.2625251126571,-82.1880000000001,36.31,1979.11636215043,1983.16194210552
88,89,0.626203760575278,-78.3755566185221,38.8499817054656,-78.3401438015665,38.6952973133207,1971.50359252094,1972.12979628152
88,47,2.15985824931826,-78.3755566185221,38.8499817054656,-77.8419999999999,39.3040000000001,1971.50359252094,1973.66345077026
89,90,2.40994701485059,-78.3401438015665,38.6952973133207,-77.9758315760388,38.2287790397163,1972.12979628152,1974.53974329637
89,41,2.14859100501064,-78.3401438015665,38.6952973133207,-78.8860000000002,39.0500000000001,1972.12979628152,1974.27838728653
90,91,1.32961189844109,-77.9758315760388,38.2287790397163,-77.8589376654078,37.9543886672981,1974.53974329637,1975.86935519481
90,93,1.50434133311776,-77.9758315760388,38.2287790397163,-77.6136863372533,38.0182959707308,1974.53974329637,1976.04408462949
91,44,2.35110919583998,-77.8589376654078,37.9543886672981,-78.5349999999999,38.0239999999999,1975.86935519481,1978.22046439065
91,92,3.76563298819704,-77.8589376654078,37.9543886672981,-77.1174041720959,36.937564624502,1975.86935519481,1979.63498818301
92,43,3.370835120085,-77.1174041720959,36.937564624502,-77.6400000000001,35.916,1979.63498818301,1983.00582330309
92,42,4.70478980432939,-77.1174041720959,36.937564624502,-76.2600000000002,36.886,1979.63498818301,1984.33977798734
93,45,1.51367073489745,-77.6136863372533,38.0182959707308,-77.4440000000002,37.7139999999999,1976.04408462949,1977.55775536438
93,46,0.627485273607409,-77.6136863372533,38.0182959707308,-77.598,38.2130000000001,1976.04408462949,1976.67156990309
