node1,node2,length,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,greatCircleDist_km,treeID
48,88,1.20749977528077,39.0184817353201,-78.5997592612643,38.8499817054656,-78.3755566185221,5.79470164993852,0,1970.48852768343,1976.28322933337,26.9963367695752,MCC_tree
48,49,1.98728024582073,39.0184817353201,-78.5997592612643,39.2931094197971,-78.883950162343,5.5901137234344,0,1970.48852768343,1976.07864140686,39.1985382773646,MCC_tree
49,50,0.737401503254347,39.2931094197971,-78.883950162343,39.3715329936183,-78.8484362828022,5.67898359837135,5.5901137234344,1976.07864140686,1976.1675112818,9.25048663628892,MCC_tree
49,84,7.36823164023633,39.2931094197971,-78.883950162343,37.5409662475346,-80.2255790870421,6.18464721589736,5.5901137234344,1976.07864140686,1976.67317489932,227.458199518298,MCC_tree
50,1,3.03614177618207,39.3715329936183,-78.8484362828022,39.0900000000001,-79.1800000000001,17.1114723165725,5.67898359837135,1976.1675112818,1987.6,42.4233747285144,MCC_tree
50,51,0.834881708847619,39.3715329936183,-78.8484362828022,39.5928709252729,-78.8740468293834,5.88423553550812,5.67898359837135,1976.1675112818,1976.37276321894,24.7382594796622,MCC_tree
51,72,5.37604194141435e-13,39.5928709252729,-78.8740468293834,39.6372347144041,-78.8942381588952,6.04129748467161,5.88423553550812,1976.37276321894,1976.5298251681,5.23350339113157,MCC_tree
51,52,3.36123948786699,39.5928709252729,-78.8740468293834,39.7889999596786,-77.9618442177737,6.23609823964843,5.88423553550812,1976.37276321894,1976.72462592308,81.1352698048928,MCC_tree
52,57,1.61283585763291,39.7889999596786,-77.9618442177737,40.0452086899547,-77.5328510085345,9.60861625109936,6.23609823964843,1976.72462592308,1980.09714393453,46.423598700537,MCC_tree
52,53,5.55426031803631e-16,39.7889999596786,-77.9618442177737,39.8104006044275,-77.864408530073,9.37486508339433,6.23609823964843,1976.72462592308,1979.86339276682,8.66739868828009,MCC_tree
53,56,5.55426031803631e-16,39.8104006044275,-77.864408530073,39.7321457665667,-77.8923045997122,11.1398541725078,9.37486508339433,1979.86339276682,1981.62838185594,9.03270784586136,MCC_tree
53,54,12.5437795234837,39.8104006044275,-77.864408530073,42.8107063182239,-71.4682550048968,18.9439998455879,9.37486508339433,1979.86339276682,1989.43252752902,630.297283595613,MCC_tree
54,2,0.989650183320803,42.8107063182239,-71.4682550048968,42.9630000000001,-71.0780000000002,22.4114723165727,18.9439998455879,1989.43252752902,1992.9,36.0652291027926,MCC_tree
54,55,7.72249118656206e-14,42.8107063182239,-71.4682550048968,42.8150555434639,-71.4991334465722,20.6201749045145,18.9439998455879,1989.43252752902,1991.10870258794,2.56773780082899,MCC_tree
55,4,1.82542468590272,42.8150555434639,-71.4991334465722,42.33,-71.8400000000001,22.2114723165726,20.6201749045145,1991.10870258794,1992.7,60.8004930178876,MCC_tree
55,3,0.676910507187485,42.8150555434639,-71.4991334465722,42.8960000000001,-71.5829999999999,21.5114723165726,20.6201749045145,1991.10870258794,1992,11.3155720450526,MCC_tree
56,5,0.793106548396672,39.7321457665667,-77.8923045997122,39.6149999999999,-77.7740000000001,12.2114723165726,11.1398541725078,1981.62838185594,1982.7,16.5175306841231,MCC_tree
56,6,2.64285780095409,39.7321457665667,-77.8923045997122,40.5880000000001,-77.634,34.0114723165726,11.1398541725078,1981.62838185594,2004.5,97.7784980542473,MCC_tree
57,71,1.50778733666627,40.0452086899547,-77.5328510085345,40.1672398709021,-77.8732327332635,11.2409180857072,9.60861625109936,1980.09714393453,1981.72944576913,32.0081037198553,MCC_tree
57,58,3.21111646773298,40.0452086899547,-77.5328510085345,40.3243086754117,-76.0656954981739,10.3077986578436,9.60861625109936,1980.09714393453,1980.79632634127,128.586842963805,MCC_tree
58,59,1.79377447652388,40.3243086754117,-76.0656954981739,39.6636034369448,-75.5507582330499,15.3501067081858,10.3077986578436,1980.79632634127,1985.83863439161,85.6655573026051,MCC_tree
58,62,2.4404436742681,40.3243086754117,-76.0656954981739,40.9020169530102,-75.4761228859311,11.2226339694378,10.3077986578436,1980.79632634127,1981.71116165287,81.3539362371333,MCC_tree
59,10,0.36419953134024,39.6636034369448,-75.5507582330499,39.6959999999999,-75.6120000000001,17.2114723165726,15.3501067081858,1985.83863439161,1987.7,6.3669793253703,MCC_tree
59,60,0.579946941510118,39.6636034369448,-75.5507582330499,39.4962446369367,-75.3733917632893,16.9816280306733,15.3501067081858,1985.83863439161,1987.4701557141,24.056411808391,MCC_tree
60,61,0.888376163637444,39.4962446369367,-75.3733917632893,39.4799253988501,-75.0839940047148,19.2388758329456,16.9816280306733,1987.4701557141,1989.72740351637,24.9298691031428,MCC_tree
60,7,10.5495969371332,39.4962446369367,-75.3733917632893,37.797,-75.6350000000002,23.5114723165726,16.9816280306733,1987.4701557141,1994,190.528773910909,MCC_tree
61,9,1.41075617845164,39.4799253988501,-75.0839940047148,39.9549999999999,-74.7759999999999,33.0114723165726,19.2388758329456,1989.72740351637,2003.5,59.0983413488821,MCC_tree
61,8,2.78206595284143,39.4799253988501,-75.0839940047148,39.0880000000001,-74.799,23.8114723165725,19.2388758329456,1989.72740351637,1994.3,50.0666663912863,MCC_tree
62,11,1.25790926956259,40.9020169530102,-75.4761228859311,40.8029999999999,-75.031,19.1114723165725,11.2226339694378,1981.71116165287,1989.6,39.068746432649,MCC_tree
62,63,2.25458568256024,40.9020169530102,-75.4761228859311,41.373647476823,-75.2741309427249,14.1842992150293,11.2226339694378,1981.71116165287,1984.67282689846,55.1673797178222,MCC_tree
63,20,2.85118736373443,41.373647476823,-75.2741309427249,41.5369999999999,-75.9610000000001,34.0114723165726,14.1842992150293,1984.67282689846,2004.5,60.1241690189751,MCC_tree
63,64,1.2457051781262,41.373647476823,-75.2741309427249,41.5879697106386,-75.0524249997761,14.8381777307292,14.1842992150293,1984.67282689846,1985.32670541416,30.1854332733489,MCC_tree
64,65,0.721947264536858,41.5879697106386,-75.0524249997761,41.6508290865433,-74.9812649231465,20.4020095520315,14.8381777307292,1985.32670541416,1990.89053723546,9.1673435263117,MCC_tree
64,66,1.22339227765315,41.5879697106386,-75.0524249997761,41.6844767765049,-74.8723429300508,14.8458985343277,14.8381777307292,1985.32670541416,1985.33442621776,18.4367599825171,MCC_tree
65,13,2.69020947806285,41.6508290865433,-74.9812649231465,41.125,-74.0150000000001,22.0114723165726,20.4020095520315,1990.89053723546,1992.5,99.6965804298571,MCC_tree
65,12,3.89038717178807,41.6508290865433,-74.9812649231465,42.1370000000001,-75.8879999999999,22.0114723165726,20.4020095520315,1990.89053723546,1992.5,92.6008854158282,MCC_tree
66,14,5.15270792004714,41.6844767765049,-74.8723429300508,42.9340000000001,-76.5649999999998,32.9114723165727,14.8458985343277,1985.33442621776,2003.4,196.887165627424,MCC_tree
66,67,2.65083423362115e-13,41.6844767765049,-74.8723429300508,41.7023988937825,-74.9285456942603,16.7975339159878,14.8458985343277,1985.33442621776,1987.28606159942,5.08015825063486,MCC_tree
67,19,3.71634679045359,41.7023988937825,-74.9285456942603,42.6170000000001,-75.0370000000001,32.9114723165727,16.7975339159878,1987.28606159942,2003.4,102.209502106403,MCC_tree
67,68,0.834067329822764,41.7023988937825,-74.9285456942603,41.7110547598323,-74.6692515022084,18.1711883820294,16.7975339159878,1987.28606159942,1988.65971606546,21.5714542199969,MCC_tree
68,18,2.49226476777329,41.7110547598323,-74.6692515022084,41.0999999999999,-74.665,32.9114723165727,18.1711883820294,1988.65971606546,2003.4,68.0259078457336,MCC_tree
68,69,3.30090943973114,41.7110547598323,-74.6692515022084,42.3494008834753,-73.8511835445916,18.7884452151783,18.1711883820294,1988.65971606546,1989.27697289861,98.1112210875928,MCC_tree
69,70,1.34617820219626,42.3494008834753,-73.8511835445916,41.9915872467455,-73.9408508405682,20.4901150112554,18.7884452151783,1989.27697289861,1990.97864269468,40.5144071158379,MCC_tree
69,15,3.20258377613541,42.3494008834753,-73.8511835445916,43.029,-73.1080000000001,24.0114723165726,18.7884452151783,1989.27697289861,1994.5,97.0660582103425,MCC_tree
70,17,2.0047421308362,41.9915872467455,-73.9408508405682,41.0569999999999,-73.7939999999999,32.9114723165727,20.4901150112554,1990.97864269468,2003.4,104.759252790536,MCC_tree
70,16,5.73788685417424,41.9915872467455,-73.9408508405682,43.8960000000001,-71.8950000000002,21.8114723165725,20.4901150112554,1990.97864269468,1992.3,269.688041551195,MCC_tree
71,22,1.60305984445001,40.1672398709021,-77.8732327332635,39.924,-78.0910000000001,34.1114723165725,11.2409180857072,1981.72944576913,2004.6,32.8277117410069,MCC_tree
71,21,6.90215942070016,40.1672398709021,-77.8732327332635,42.9960000000001,-78.1700000000001,32.9114723165727,11.2409180857072,1981.72944576913,2003.4,315.87601917748,MCC_tree
72,73,5.37604194141435e-13,39.6372347144041,-78.8942381588952,39.6563271419275,-78.9028766352343,11.1781423308845,6.04129748467161,1976.5298251681,1981.66667001431,2.25073652396716,MCC_tree
72,76,1.95563687236101,39.6372347144041,-78.8942381588952,39.754679073833,-79.1118824526873,9.50825321961525,6.04129748467161,1976.5298251681,1979.99678090304,22.7704911772719,MCC_tree
73,74,1.95563687236101,39.6563271419275,-78.9028766352343,39.8170609535883,-79.1554142406201,14.1034618990443,11.1781423308845,1981.66667001431,1984.59198958247,28.0634426110998,MCC_tree
73,26,0.796846213846213,39.6563271419275,-78.9028766352343,39.6219999999999,-78.8029999999999,11.7114723165726,11.1781423308845,1981.66667001431,1982.2,9.37629923016583,MCC_tree
74,75,1.42947146078715,39.8170609535883,-79.1554142406201,39.7640739075579,-79.2900433778707,20.6235969971258,14.1034618990443,1984.59198958247,1991.11212468055,12.9389830126789,MCC_tree
74,23,3.84869432937655,39.8170609535883,-79.1554142406201,40.326,-79.5619999999999,34.2114723165726,14.1034618990443,1984.59198958247,2004.7,66.4056511803625,MCC_tree
75,24,4.35439881618127,39.7640739075579,-79.2900433778707,40.183,-80.1390000000001,32.7114723165726,20.6235969971258,1991.11212468055,2003.2,86.1418031407254,MCC_tree
75,25,3.14664260832602,39.7640739075579,-79.2900433778707,39.433,-78.9359999999999,32.2114723165726,20.6235969971258,1991.11212468055,2002.7,47.7564514477501,MCC_tree
76,78,3.30501677472866,39.754679073833,-79.1118824526873,39.5942053152521,-79.4120913970027,10.248912733686,9.50825321961525,1979.99678090304,1980.73744041711,31.3180849164423,MCC_tree
76,77,2.86430468453157,39.754679073833,-79.1118824526873,39.8949946481613,-78.8222549469228,14.8907860844437,9.50825321961525,1979.99678090304,1985.37931376787,29.2775350907488,MCC_tree
77,27,2.54720347732742,39.8949946481613,-78.8222549469228,39.998,-79.0290000000002,33.7114723165726,14.8907860844437,1985.37931376787,2004.2,21.0435383967063,MCC_tree
77,28,2.19369694298398,39.8949946481613,-78.8222549469228,40.0329999999999,-78.4799999999998,34.2114723165726,14.8907860844437,1985.37931376787,2004.7,32.9972353760799,MCC_tree
78,79,3.98985364490981,39.5942053152521,-79.4120913970027,40.263152305439,-79.839131650058,10.3040953976321,10.248912733686,1980.73744041711,1980.79262308106,82.9138537737707,MCC_tree
78,82,1.32177825650137,39.5942053152521,-79.4120913970027,39.7627394341344,-79.4460794912097,14.5690017757663,10.248912733686,1980.73744041711,1985.05752945919,18.9865201411875,MCC_tree
79,81,2.69830664320007,40.263152305439,-79.839131650058,40.9527103298072,-80.2783912963209,20.7008145416591,10.3040953976321,1980.79262308106,1991.18934222509,85.269514363789,MCC_tree
79,80,2.1345213247126,40.263152305439,-79.839131650058,39.7662901548222,-80.1039351555149,19.718420134123,10.3040953976321,1980.79262308106,1990.20694781755,59.7428714068569,MCC_tree
80,30,7.05009069558633,39.7662901548222,-80.1039351555149,37.9009999999999,-80.5079999999999,32.1114723165725,19.718420134123,1990.20694781755,2002.6,210.586155108337,MCC_tree
80,29,3.25615129930577,39.7662901548222,-80.1039351555149,40.5050000000001,-80.5749999999999,22.7114723165726,19.718420134123,1990.20694781755,1993.2,91.488055838105,MCC_tree
81,32,1.52192938412461,40.9527103298072,-80.2783912963209,40.8710000000001,-79.9300000000001,34.2114723165726,20.7008145416591,1991.18934222509,2004.7,30.6890128626133,MCC_tree
81,31,2.11480701281903,40.9527103298072,-80.2783912963209,41.0529999999999,-80.7060000000001,26.7114723165726,20.7008145416591,1991.18934222509,1997.2,37.6197520206024,MCC_tree
82,35,3.1483403489741,39.7627394341344,-79.4460794912097,39.6350000000001,-79.9949999999999,32.2114723165726,14.5690017757663,1985.05752945919,2002.7,49.1205552513029,MCC_tree
82,83,5.34428353105388,39.7627394341344,-79.4460794912097,39.1147670001618,-79.4861406759597,19.2001719601642,14.5690017757663,1985.05752945919,1989.68869964359,72.2169797423361,MCC_tree
83,34,3.91405567762005,39.1147670001618,-79.4861406759597,38.677,-79.3490000000001,32.1114723165725,19.2001719601642,1989.68869964359,2002.6,50.1615206565591,MCC_tree
83,33,5.01201829089123,39.1147670001618,-79.4861406759597,39.1289999999999,-80.0079999999999,33.3114723165725,19.2001719601642,1989.68869964359,2003.8,45.0985097586494,MCC_tree
84,87,5.51020478565932,37.5409662475346,-80.2255790870421,37.2625251126571,-80.8716029147964,19.2758800201928,6.18464721589736,1976.67317489932,1989.76440770362,64.9982741611516,MCC_tree
84,85,1.39961928667737,37.5409662475346,-80.2255790870421,37.3374787399112,-80.272565192285,11.5271745693702,6.18464721589736,1976.67317489932,1982.0157022528,23.0305836416099,MCC_tree
85,86,2.11348240707518,37.3374787399112,-80.272565192285,37.2601125570833,-80.3382987368617,15.1936789414237,11.5271745693702,1982.0157022528,1985.68220662485,10.3953981905106,MCC_tree
85,38,2.40811573185223,37.3374787399112,-80.272565192285,37.25,-80,21.9114723165727,11.5271745693702,1982.0157022528,1992.4,26.0294422017028,MCC_tree
86,36,3.26890132653682,37.2601125570833,-80.3382987368617,37.565,-80.5739999999998,32.1114723165725,15.1936789414237,1985.68220662485,2002.6,39.8291969146052,MCC_tree
86,37,1.81181523992417e-13,37.2601125570833,-80.3382987368617,37.174,-80.3950000000002,21.9114723165727,15.1936789414237,1985.68220662485,1992.4,10.8243556602444,MCC_tree
87,40,2.45374610406269,37.2625251126571,-80.8716029147964,37.3470000000001,-81.1549999999999,32.1114723165725,19.2758800201928,1989.76440770362,2002.6,26.798869080122,MCC_tree
87,39,8.57672669761129,37.2625251126571,-80.8716029147964,36.31,-82.1880000000001,32.9114723165727,19.2758800201928,1989.76440770362,2003.4,158.170112927523,MCC_tree
88,89,0.676218237778878,38.8499817054656,-78.3755566185221,38.6952973133207,-78.3401438015665,7.42257123563391,5.79470164993852,1976.28322933337,1977.91109891906,17.4922093594006,MCC_tree
88,47,1.93008752882975,38.8499817054656,-78.3755566185221,39.3040000000001,-77.8419999999999,32.1114723165725,5.79470164993852,1976.28322933337,2002.6,68.4158256441987,MCC_tree
89,90,2.12286290392149,38.6952973133207,-78.3401438015665,38.2287790397163,-77.9758315760388,10.1200934291137,7.42257123563391,1977.91109891906,1980.60862111254,60.8742501082904,MCC_tree
89,41,2.80077021781361,38.6952973133207,-78.3401438015665,39.0500000000001,-78.8860000000002,32.2114723165726,7.42257123563391,1977.91109891906,2002.7,61.6228987888022,MCC_tree
90,91,0.885817281463688,38.2287790397163,-77.9758315760388,37.9543886672981,-77.8589376654078,11.089681863062,10.1200934291137,1980.60862111254,1981.57820954649,32.2173966354427,MCC_tree
90,93,0.979066588332574,38.2287790397163,-77.9758315760388,38.0182959707308,-77.6136863372533,11.2909583925665,10.1200934291137,1980.60862111254,1981.77948607599,39.432347266977,MCC_tree
91,44,1.7426068688323,37.9543886672981,-77.8589376654078,38.0239999999999,-78.5349999999999,24.3114723165725,11.089681863062,1981.57820954649,1994.8,59.8198396937202,MCC_tree
91,92,2.30779891745973,37.9543886672981,-77.8589376654078,36.937564624502,-77.1174041720959,14.663322515604,11.089681863062,1981.57820954649,1985.15185019903,130.799605655126,MCC_tree
92,43,1.95585243801645,36.937564624502,-77.1174041720959,35.916,-77.6400000000001,21.6114723165725,14.663322515604,1985.15185019903,1992.1,122.981019390581,MCC_tree
92,42,2.65263373308852,36.937564624502,-77.1174041720959,36.886,-76.2600000000002,18.5114723165726,14.663322515604,1985.15185019903,1989,76.5330741169964,MCC_tree
93,45,0.9272045344082,38.0182959707308,-77.6136863372533,37.7139999999999,-77.4440000000002,14.8114723165725,11.2909583925665,1981.77948607599,1985.3,37.0125930753622,MCC_tree
93,46,0.394671670629897,38.0182959707308,-77.6136863372533,38.2130000000001,-77.598,13.6114723165725,11.2909583925665,1981.77948607599,1984.1,21.7187055611924,MCC_tree
